Instance;Time;Solution
30;228.79407501220703;[[37, 37], [3, 3, 1, 1], [3, 4, 29, 34], [3, 5, 5, 25], [3, 6, 35, 1], [3, 7, 1, 4], [3, 8, 5, 30], [3, 9, 32, 18], [3, 11, 32, 27], [3, 12, 29, 22], [3, 13, 35, 25], [3, 14, 1, 11], [3, 17, 32, 1], [3, 18, 35, 7], [3, 21, 29, 1], [4, 3, 1, 35], [4, 4, 8, 1], [4, 5, 8, 5], [4, 6, 8, 10], [4, 10, 1, 25], [4, 22, 8, 16], [4, 24, 4, 1], [5, 3, 24, 31], [5, 4, 24, 34], [5, 6, 24, 25], [5, 10, 24, 15], [5, 14, 24, 1], [12, 37, 12, 1]]
31;6.063862085342407;[[38, 38], [3, 3, 5, 36], [3, 4, 32, 1], [3, 5, 32, 34], [3, 6, 1, 22], [3, 7, 32, 27], [3, 8, 5, 28], [3, 9, 32, 5], [3, 10, 1, 12], [3, 11, 1, 1], [3, 13, 32, 14], [4, 3, 4, 1], [4, 5, 35, 34], [4, 6, 35, 13], [4, 8, 4, 4], [4, 11, 1, 28], [4, 12, 35, 1], [4, 15, 35, 19], [4, 16, 4, 12], [24, 38, 8, 1]]
32;112.34720492362976;[[39, 39], [3, 3, 1, 12], [3, 4, 1, 1], [3, 5, 33, 20], [3, 6, 33, 34], [3, 7, 1, 5], [3, 8, 28, 1], [3, 9, 33, 25], [3, 10, 1, 30], [3, 11, 28, 9], [3, 15, 1, 15], [4, 3, 31, 17], [4, 4, 9, 36], [4, 5, 9, 1], [4, 6, 9, 15], [4, 8, 36, 32], [4, 9, 9, 6], [4, 12, 36, 20], [4, 15, 9, 21], [4, 16, 31, 1], [5, 3, 28, 20], [5, 4, 28, 36], [5, 5, 4, 11], [5, 6, 4, 16], [5, 8, 35, 1], [5, 10, 4, 1], [5, 11, 35, 9], [5, 13, 28, 23], [5, 18, 4, 22], [15, 39, 13, 1]]
33;7.249321937561035;[[40, 40], [3, 3, 32, 38], [3, 4, 32, 22], [3, 5, 35, 11], [3, 6, 32, 8], [3, 7, 32, 1], [3, 8, 32, 14], [3, 9, 35, 32], [3, 10, 35, 1], [3, 12, 32, 26], [3, 16, 35, 16], [3, 40, 38, 1], [4, 4, 1, 37], [4, 14, 1, 23], [4, 22, 1, 1], [5, 3, 5, 34], [5, 4, 5, 37], [5, 8, 5, 14], [5, 12, 5, 22], [5, 13, 5, 1], [22, 40, 10, 1]]
34;138.14169073104858;[[15, 40], [3, 11, 7, 1], [3, 13, 1, 28], [2, 9, 1, 2], [2, 7, 14, 7], [3, 9, 3, 19], [3, 7, 3, 12], [2, 11, 10, 28], [2, 13, 4, 28], [4, 11, 3, 1], [4, 13, 6, 28], [5, 3, 6, 25], [2, 11, 11, 17], [2, 2, 10, 39], [3, 11, 13, 17], [3, 2, 11, 12], [4, 5, 10, 7], [4, 6, 10, 1], [2, 12, 1, 11], [2, 1, 1, 1], [5, 3, 11, 14], [5, 13, 6, 12], [4, 12, 12, 28], [4, 1, 12, 40], [2, 5, 1, 23], [2, 6, 14, 1]]
35;19.8122341632843;[[15, 40], [2, 11, 10, 15], [3, 2, 10, 26], [7, 10, 9, 31], [4, 8, 5, 25], [5, 9, 9, 6], [2, 7, 12, 15], [1, 4, 12, 22], [1, 6, 9, 15], [5, 4, 5, 21], [3, 8, 13, 22], [3, 1, 13, 30], [5, 5, 9, 1], [1, 3, 9, 25], [4, 12, 5, 1], [2, 6, 5, 15], [4, 2, 5, 13], [4, 11, 1, 30], [2, 10, 14, 12], [2, 3, 3, 27], [2, 11, 14, 1], [4, 3, 9, 28], [4, 26, 1, 1], [4, 8, 5, 33], [2, 3, 1, 27], [2, 6, 7, 15]]
36;7.730615139007568;[[15, 40], [7, 12, 4, 13], [7, 7, 4, 25], [1, 7, 10, 6], [1, 5, 13, 1], [2, 3, 2, 32], [2, 6, 2, 35], [2, 7, 14, 1], [2, 5, 2, 1], [1, 3, 1, 38], [1, 6, 1, 32], [6, 12, 4, 1], [6, 9, 7, 32], [2, 12, 14, 8], [2, 7, 11, 21], [3, 10, 11, 6], [1, 4, 13, 16], [1, 5, 1, 1], [3, 16, 1, 16], [3, 5, 13, 36], [2, 4, 11, 28], [2, 5, 11, 16], [3, 10, 1, 6], [3, 9, 4, 32], [3, 16, 13, 20], [3, 5, 10, 1]]
37;None;[[30, 61], [5, 7, 26, 15], [5, 14, 26, 1], [8, 14, 1, 25], [8, 4, 12, 58], [13, 21, 9, 19], [11, 7, 4, 1], [11, 14, 15, 1], [5, 14, 4, 8], [5, 4, 21, 15], [3, 18, 12, 40], [3, 21, 25, 41], [11, 17, 1, 45], [11, 4, 10, 15], [4, 7, 9, 8], [4, 5, 8, 40], [7, 6, 1, 39], [5, 18, 15, 40], [5, 3, 4, 22], [3, 7, 1, 18], [3, 5, 28, 45], [4, 18, 27, 23], [4, 3, 22, 19], [2, 12, 28, 50], [2, 6, 13, 8], [5, 18, 22, 22], [5, 21, 20, 40], [3, 17, 1, 1], [3, 4, 28, 41]]
38;None;[[30, 61], [6, 18, 1, 44], [2, 12, 21, 6], [10, 7, 7, 1], [4, 23, 16, 39], [4, 1, 4, 30], [7, 7, 17, 18], [11, 4, 20, 37], [6, 5, 23, 6], [2, 7, 29, 1], [6, 11, 25, 41], [10, 19, 7, 8], [11, 5, 18, 1], [4, 2, 16, 37], [7, 5, 8, 36], [4, 2, 17, 6], [7, 12, 17, 25], [7, 13, 1, 31], [3, 6, 1, 25], [6, 10, 25, 52], [9, 16, 7, 46], [1, 4, 30, 8], [4, 10, 17, 8], [6, 24, 1, 1], [9, 9, 8, 27], [2, 1, 28, 11], [8, 5, 8, 41], [3, 5, 4, 25], [7, 25, 24, 12], [5, 21, 20, 41]]
39;167.90538501739502;[[30, 60], [9, 24, 8, 18], [9, 8, 17, 27], [9, 11, 17, 35], [9, 17, 4, 1], [4, 24, 4, 18], [4, 8, 1, 47], [1, 6, 1, 55], [1, 5, 16, 42], [4, 17, 27, 1], [3, 6, 2, 55], [3, 5, 26, 41], [12, 5, 4, 42], [12, 13, 17, 48], [14, 14, 13, 4], [2, 14, 29, 47], [2, 2, 29, 45], [8, 3, 19, 1], [8, 9, 17, 18], [12, 14, 5, 47], [12, 2, 17, 46], [6, 3, 13, 1], [6, 9, 25, 18], [2, 5, 29, 27], [2, 13, 29, 32], [3, 18, 1, 13], [3, 14, 26, 27], [3, 16, 1, 31], [3, 12, 1, 1]]
40;None;[[60, 93], [34, 6, 13, 39], [13, 3, 13, 45], [13, 5, 34, 34], [10, 12, 13, 53], [10, 12, 7, 76], [6, 7, 52, 65], [6, 15, 1, 79], [25, 7, 23, 53], [25, 15, 24, 60], [21, 12, 31, 19], [16, 7, 15, 15], [16, 5, 18, 31], [21, 3, 27, 50], [21, 5, 27, 45], [5, 7, 53, 8], [5, 5, 53, 15], [4, 1, 54, 83], [4, 10, 7, 1], [6, 13, 55, 40], [12, 13, 17, 75], [12, 9, 1, 39], [23, 6, 7, 88], [7, 3, 15, 36], [7, 5, 54, 78], [2, 1, 55, 30], [2, 10, 16, 65], [6, 6, 1, 9], [6, 5, 54, 53], [14, 7, 47, 85], [14, 6, 47, 34], [16, 3, 38, 31], [16, 5, 11, 48], [14, 6, 1, 33], [14, 5, 1, 15], [14, 13, 1, 20], [3, 2, 1, 7], [3, 7, 58, 65], [11, 2, 47, 92], [11, 7, 49, 58], [6, 7, 52, 23], [6, 6, 1, 1], [33, 14, 11, 1], [12, 4, 49, 72], [12, 3, 22, 36], [16, 18, 30, 76], [12, 3, 31, 15], [12, 18, 1, 58], [4, 4, 17, 22], [4, 3, 7, 11], [3, 1, 52, 30], [3, 2, 4, 7], [6, 9, 48, 76], [6, 9, 18, 65], [6, 1, 6, 57], [6, 2, 54, 32], [5, 7, 53, 1], [5, 18, 48, 40], [3, 9, 13, 67], [3, 9, 58, 23], [9, 18, 44, 1], [6, 5, 15, 26], [6, 2, 55, 76], [2, 12, 53, 40], [2, 9, 9, 48], [8, 3, 52, 20], [8, 9, 1, 48], [10, 9, 21, 22], [3, 5, 15, 31], [3, 2, 2, 77], [3, 18, 58, 2], [3, 7, 49, 65], [2, 3, 5, 76], [2, 9, 46, 76]]
