Instance;Time;Solution
30;154.53190517425537;[[37, 37], [3, 3, 9, 28], [3, 4, 31, 26], [3, 5, 13, 6], [3, 6, 1, 32], [3, 7, 4, 31], [3, 8, 31, 30], [3, 9, 16, 22], [3, 11, 31, 15], [12, 3, 7, 35], [3, 13, 1, 1], [3, 14, 31, 1], [3, 17, 9, 11], [3, 18, 1, 14], [3, 21, 16, 1], [3, 4, 16, 31], [4, 4, 4, 7], [5, 4, 7, 31], [4, 6, 4, 1], [4, 10, 34, 1], [4, 22, 34, 11], [4, 24, 12, 11], [3, 5, 13, 1], [4, 5, 34, 33], [5, 6, 4, 11], [5, 10, 8, 1], [5, 14, 4, 17], [12, 37, 19, 1]]
31;14.26366901397705;[[38, 38], [3, 3, 9, 7], [4, 3, 5, 5], [3, 5, 5, 34], [3, 6, 9, 1], [3, 7, 36, 14], [3, 8, 36, 21], [3, 9, 36, 1], [3, 10, 36, 29], [3, 11, 1, 23], [3, 13, 9, 10], [3, 4, 36, 10], [4, 5, 1, 34], [4, 6, 1, 17], [8, 4, 1, 1], [4, 11, 4, 23], [4, 12, 1, 5], [4, 15, 5, 8], [4, 16, 8, 23], [24, 38, 12, 1]]
32;311.6678817272186;[[39, 40], [3, 3, 18, 35], [3, 4, 32, 1], [3, 5, 9, 36], [3, 6, 6, 23], [7, 3, 1, 20], [3, 8, 37, 33], [9, 3, 12, 38], [3, 10, 6, 30], [11, 3, 19, 20], [15, 3, 18, 32], [3, 4, 1, 1], [4, 4, 25, 37], [4, 5, 21, 35], [4, 6, 29, 35], [4, 8, 33, 33], [4, 9, 14, 28], [12, 4, 20, 1], [15, 4, 18, 28], [16, 4, 4, 1], [5, 3, 30, 25], [5, 4, 35, 1], [5, 5, 30, 20], [5, 6, 9, 30], [5, 8, 14, 20], [5, 10, 9, 20], [11, 5, 19, 23], [5, 13, 35, 20], [5, 18, 1, 23], [39, 15, 1, 5]]
33;25.033384323120117;[[40, 40], [3, 3, 4, 1], [3, 4, 4, 4], [5, 3, 7, 38], [3, 6, 38, 19], [3, 7, 4, 34], [3, 8, 38, 11], [3, 9, 4, 25], [3, 10, 38, 1], [3, 12, 4, 13], [3, 16, 38, 25], [3, 40, 1, 1], [4, 4, 34, 37], [4, 14, 34, 23], [4, 22, 34, 1], [3, 5, 4, 8], [5, 4, 7, 21], [5, 8, 7, 13], [5, 12, 7, 1], [5, 13, 7, 25], [22, 40, 12, 1]]
34;107.18161845207214;[[15, 40], [11, 3, 3, 3], [3, 13, 5, 23], [2, 9, 11, 23], [2, 7, 1, 12], [3, 9, 13, 21], [3, 7, 8, 23], [2, 11, 1, 1], [13, 2, 3, 1], [4, 11, 1, 30], [4, 13, 8, 6], [3, 5, 10, 36], [2, 11, 12, 6], [2, 2, 12, 17], [3, 11, 13, 30], [3, 2, 8, 30], [5, 4, 8, 32], [4, 6, 1, 24], [2, 12, 14, 9], [1, 2, 13, 19], [5, 3, 5, 36], [5, 13, 3, 6], [12, 4, 1, 19], [4, 1, 1, 23], [5, 2, 5, 39], [2, 6, 14, 3]]
35;33.537577867507935;[[15, 40], [2, 11, 10, 14], [2, 3, 10, 7], [7, 10, 9, 31], [4, 8, 12, 2], [9, 5, 1, 1], [2, 7, 5, 24], [4, 1, 12, 1], [6, 1, 1, 6], [4, 5, 12, 14], [3, 8, 7, 16], [3, 1, 9, 30], [5, 5, 7, 25], [3, 1, 7, 24], [4, 12, 12, 19], [2, 6, 5, 35], [2, 4, 5, 31], [11, 4, 5, 10], [2, 10, 5, 14], [3, 2, 7, 14], [2, 11, 7, 30], [3, 4, 7, 6], [4, 26, 1, 7], [4, 8, 1, 33], [2, 3, 5, 7], [2, 6, 10, 1]]
36;27.921098232269287;[[15, 40], [7, 12, 6, 13], [7, 7, 6, 33], [7, 1, 6, 40], [1, 5, 1, 1], [3, 2, 13, 23], [2, 6, 1, 9], [7, 2, 6, 25], [5, 2, 1, 39], [1, 3, 15, 1], [1, 6, 5, 33], [12, 6, 1, 27], [6, 9, 10, 4], [2, 12, 1, 15], [7, 2, 3, 9], [10, 3, 5, 1], [4, 1, 1, 33], [1, 5, 4, 34], [3, 16, 13, 25], [3, 5, 2, 1], [4, 2, 6, 11], [5, 2, 5, 4], [3, 10, 13, 13], [9, 3, 1, 6], [3, 16, 3, 11], [3, 5, 1, 34]]
37;318.1485085487366;[[30, 61], [5, 7, 26, 55], [5, 14, 15, 22], [14, 8, 1, 4], [4, 8, 8, 49], [13, 21, 12, 36], [7, 11, 1, 51], [11, 14, 20, 22], [5, 14, 1, 12], [5, 4, 7, 40], [3, 18, 12, 18], [3, 21, 9, 19], [11, 17, 15, 1], [11, 4, 15, 18], [7, 4, 1, 47], [4, 5, 8, 44], [6, 7, 6, 12], [18, 5, 8, 57], [5, 3, 26, 1], [7, 3, 7, 1], [3, 5, 12, 12], [4, 18, 25, 37], [3, 4, 6, 19], [2, 12, 29, 43], [2, 6, 29, 36], [5, 18, 26, 4], [5, 21, 1, 26], [3, 17, 6, 23], [4, 3, 3, 1]]
38;320.5235755443573;[[30, 61], [6, 18, 25, 44], [12, 2, 6, 60], [7, 10, 18, 40], [4, 23, 8, 11], [4, 1, 10, 40], [7, 7, 19, 22], [4, 11, 18, 11], [6, 5, 25, 1], [2, 7, 8, 34], [6, 11, 2, 10], [10, 19, 8, 41], [11, 5, 14, 1], [2, 4, 29, 40], [5, 7, 26, 22], [4, 2, 25, 41], [7, 12, 18, 50], [7, 13, 1, 46], [3, 6, 18, 29], [10, 6, 21, 29], [9, 16, 22, 6], [4, 1, 14, 40], [4, 10, 10, 1], [6, 24, 12, 11], [9, 9, 1, 1], [2, 1, 8, 10], [8, 5, 14, 6], [5, 3, 1, 59], [7, 25, 1, 21], [21, 5, 10, 35]]
39;315.1597390174866;[[30, 61], [9, 24, 9, 1], [8, 9, 1, 4], [9, 11, 19, 51], [17, 9, 1, 27], [4, 24, 15, 38], [4, 8, 24, 43], [1, 6, 27, 1], [5, 1, 21, 21], [4, 17, 19, 34], [3, 6, 6, 13], [3, 5, 28, 1], [5, 12, 20, 9], [13, 12, 18, 22], [14, 14, 1, 48], [2, 14, 1, 13], [2, 2, 15, 36], [8, 3, 1, 1], [9, 8, 18, 1], [14, 12, 1, 36], [12, 2, 6, 25], [3, 6, 6, 19], [6, 9, 25, 34], [2, 5, 23, 37], [2, 13, 18, 9], [3, 18, 28, 43], [3, 14, 3, 13], [3, 16, 28, 6], [3, 12, 25, 9]]
40;385.417818069458;[[60, 95], [6, 34, 49, 18], [3, 13, 28, 34], [13, 5, 10, 8], [10, 12, 18, 45], [12, 10, 28, 24], [7, 6, 29, 48], [6, 15, 43, 18], [25, 7, 4, 79], [15, 25, 11, 14], [12, 21, 26, 3], [16, 7, 10, 1], [5, 16, 1, 10], [3, 21, 52, 57], [5, 21, 6, 13], [7, 5, 44, 59], [5, 5, 1, 26], [1, 4, 25, 10], [10, 4, 51, 92], [6, 13, 43, 43], [13, 12, 11, 86], [12, 9, 37, 34], [6, 23, 55, 55], [7, 3, 4, 95], [7, 5, 4, 60], [1, 2, 60, 96], [10, 2, 48, 96], [6, 6, 22, 39], [6, 5, 45, 64], [14, 7, 38, 1], [6, 14, 31, 34], [16, 3, 6, 39], [5, 16, 1, 34], [6, 14, 55, 38], [5, 14, 56, 13], [13, 14, 48, 78], [3, 2, 58, 1], [7, 3, 18, 57], [11, 2, 30, 96], [11, 7, 45, 11], [6, 7, 37, 45], [6, 6, 55, 27], [14, 33, 29, 54], [4, 12, 7, 67], [12, 3, 49, 52], [16, 18, 11, 61], [3, 12, 1, 59], [12, 18, 6, 42], [4, 4, 7, 35], [4, 3, 48, 75], [3, 1, 41, 97], [2, 3, 2, 31], [6, 9, 52, 2], [6, 9, 42, 88], [6, 1, 38, 11], [2, 6, 38, 17], [5, 7, 1, 71], [5, 18, 43, 70], [9, 3, 42, 8], [3, 9, 1, 50], [18, 9, 24, 87], [6, 5, 55, 33], [6, 2, 39, 12], [2, 12, 27, 64], [2, 9, 26, 24], [8, 3, 43, 56], [8, 9, 2, 1], [10, 9, 1, 86], [3, 5, 4, 65], [3, 2, 7, 10], [3, 18, 40, 14], [3, 7, 1, 79], [3, 2, 24, 96], [2, 9, 59, 3]]
